Index,Title,Content
267,La Navarra marítima,La Navarra marítima euskaraz Itsasaldeko Nafarroa 1998an Tomás Urzainkik eta Juan Maria Olaizolak idatzitako saiakera historikoa da Urzainkiren beste lanak bezala saiakeraren helburua Euskal Herria estatu bat izan dela Nafarroako Erresuma izenekoa aldarrikatzea da Espainiak eta Frantziak egindakoak konkista genozidak eta ez borondatezko entregak zirela adieraziz Tesia eusteko liburuan hainbat lehen mailako iturri argitaratzen dituzte  Erreferentziak   Ikus gainera  Cite isbn9788476812938  Kanpo estekak  Gaztelaniaz Webgunea
268,Pseudoalcippe atriceps,Pseudoalcippe atriceps Pseudoalcippe generoko animalia da Hegaztien barruko Sylviidae familian sailkatua dago  Erreferentziak   Ikus gainera  Pseudoalcippe Sylviidae  Kanpo estekak  World Bird Names
269,Malakichthys elegans,Malakichthys elegans Malakichthys generoko animalia da Arrainen barruko Actinopterygii klasean sailkatzen da Acropomatidae familian  Banaketa   Erreferentziak   Ikus gainera  Malakichthys Acropomatidae  Kanpo estekak  FhisBaseorg
270,Maylis (Landak),Maylis frantsesez eta ofizialki Maylis Okzitaniako udalerri bat da Administratiboki Frantziako Landak departamenduan dago Akitania Berria eskualdean 2013an 331 biztanle zituen  Demografia   Biztanleria  2007an Maylis udalerrian erroldatutako biztanleak 334 ziren Familiak 116 ziren horien artean 24 pertsona bakarrekoak ziren 12 bakarrik bizi ziren gizonak eta 12 bakarrik bizi ziren emakumeak 36 semealabarik gabeko familiak ziren 52 semealabak dituzten bikoteak ziren eta 4 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 122 etxebizitza zeuden 116 familiaren etxebizitza nagusia ziren 3 bigarren erresidentzia ziren eta 3 hutsik zeuden 117 etxeak ziren eta 5 apartamentuak ziren 116 etxebizitza nagusietatik 97 bere jabearen bizilekua ziren 16 alokairuan okupaturik zeuden eta 3 doan lagata zeuden 2 etxek bi gela zituzten 6 etxek hiru zituzten 15 etxek lau zituzten eta 93 etxek bost zituzten 84 etxek euren parking plaza propioa zuten azpian 36 etxetan ibilgailu bat zegoen eta 71 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 207 ziren horien artean 158 aktiboak ziren eta 49 inaktiboak ziren 158 pertsona aktiboetatik 149 lanean zeuden 84 gizon eta 65 emakume eta 9 langabezian zeuden 3 gizon eta 6 emakume 49 pertsona inaktiboetatik 20 erretiraturik zeuden 17 ikasten zeuden eta 12 bestelako inaktibo gisa sailkaturik zeuden  Diru sarrerak  2009an Maylis udalerrian 114 unitate fiskal zeuden 327 pertsonek osaturik Pertsona bakoitzeko dirusarrera fiskalaren mediana urteko 17070 euro zen  Ekonomia jarduerak  2007an zeuden 16 komertzioetatik 3 janari enpresak ziren 2 bestelako produktu industrialen fabrikazioko enpresak ziren 5 eraikuntza enpresak ziren 2 ibilgailuen saltze eta konpontze enpresak ziren 1 garraio enpresa zen 1 finantziazio enpresa zen 1 higiezinen enpresa zen eta 1 zerbitzu enpresa zen2009an zeuden norbanakoentzako 3 zerbitzu publikoetatik 1 ibilgailuen konpontzeko eta nekazaritza tresnetako lantokia zen 1 margolaria eta 1 zurgina2000 urtean Maylis udalerrian 37 nekazaritzaustiategi zeuden 680 hektarea erabiltzen  Hezkuntza eta osasun ekipamenduak  2009an inguruko herriekin osatutako barreiatutako lehenhezkuntzako eskola bat zegoen  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
271,NGC 5164,NGC 5164 galaxia bat da Hartz Handia konstelazioan William Herschelek aurkitu zuen 1789ko apirilaren 14an  Erreferentziak   Kanpo estekak  NGC 5164 ikusi WikiSky webgunean DSS2 SDSS GALEX IRAS Hydrogen α XRay Astrophoto Sky Map Artikuluak eta irudiak Behaketa datuak
272,Yosuke Mikami,Yosuke Mikami japonieraz 三上 陽輔 1992ko maiatzaren 5a   Japoniako futbolaria da Hainbat futbol taldetan jokatu du esaterako Consadole Sapporo eta Kataller Toyama  Kanpo loturak  Japonieraz JLeague Data Site
273,Bermeoko gudua,Bermeoko gudua 1937 urteko apirilaren 30tik maiatzaren 4ra gertatu zen Bermeo inguruan Euzko Gudarostearen eta armada kolpistaren artean Apirilaren 20tik frontea hautsi eta matxinoek aurrera egin ahala Elorrio Eibar Ondarroa Gernika eta Markina haien mende erori ondoren izan zen borrokaldia Flechas Negras brigadako 4000 italiarrak Mundakako itsasadarreko ezkerreko ibaiertzetik zihoazen Bermeorantz Hara iritsitakoan mendian ezkutatuta zegoen Meabe batailoiko gudariek eraso egin zieten eta armada frankista bitan zatitu Bermeora bildutako indar kolpistek errepublikazaleen setioa izan zuten orduan baina maiatzaren 4an hura hautsi eta finkatu egin zuten herrian hartutako posizioa  Kronologia  Apirilaren 30 armada frankisten italiarrak Bermeora ailegatu Maiatzaren 1 errepublikazaleek kontraeraso egin Maiatzaren 2 errepublikazaleek Bermeo setiatu Maiatzaren 3 errepublikazaleen setioa hautsi Maiatzaren 4 Flechas Negras brigada italiarrak Bermeoren okupazioa sendotu  Liburua  Bermeo y la Guerra Civil La Batalla del Sollube Sollubeko batailari buruzko liburua 2007ko urrian aurkeztu zuten  Ikus gainera  Sollubeko bataila Gerra Zibila Euskal Herrian  Bibliografia  Francisco Manuel Vargas Alonso  Bermeo y la guerra civil La Batalla de Sollube 1 ed 2007 Lankidetzan bilduma Eusko Ikaskuntza ISBN 9788484190653 Historia General de la Guerra de Euskadi IV liburukia 1981 Luis Haranburueditor eta Naroki ed  Kanpo estekak 
274,Formula (logika),Logikan formula zehatzago ongi eratutako formula hizkuntza formal batean adierazitako hitz edo objektu sintaktiko bat da
275,Anderny,Anderny Frantziako udalerri bat da Meurthe eta Mosela departamenduan dagoena Ekialde Handia eskualdean 2013an 313 biztanle zituen  Demografia   Biztanleria  2007an Anderny udalerrian erroldatutako biztanleak 313 ziren Familiak 111 ziren horien artean 16 pertsona bakarrekoak ziren 4 bakarrik bizi ziren gizonak eta 12 bakarrik bizi ziren emakumeak 33 semealabarik gabeko familiak ziren 58 semealabak dituzten bikoteak ziren eta 4 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 126 etxebizitza zeuden 111 familiaren etxebizitza nagusia ziren 3 bigarren erresidentzia ziren eta 12 hutsik zeuden 91 etxeak ziren eta 35 apartamentuak ziren 111 etxebizitza nagusietatik 81 bere jabearen bizilekua ziren 27 alokairuan okupaturik zeuden eta 3 doan lagata zeuden 12 etxek hitu gela zituzten 21 etxek lau zituzten eta 78 etxek bost zituzten 84 etxek euren parking plaza propioa zuten azpian 51 etxetan ibilgailu bat zegoen eta 54 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 192 ziren horien artean 130 aktiboak ziren eta 62 inaktiboak ziren 130 pertsona aktiboetatik 114 lanean zeuden 69 gizon eta 45 emakume eta 15 langabezian zeuden 4 gizon eta 11 emakume 62 pertsona inaktiboetatik 14 erretiraturik zeuden 16 ikasten zeuden eta 32 bestelako inaktibo gisa sailkaturik zeuden  Diru sarrerak  2009an Anderny udalerrian 110 unitate fiskal zeuden 299 pertsonek osaturik Pertsona bakoitzeko dirusarrera fiskalaren mediana urteko 14180 euro zen  Ekonomia jarduerak  2007an herrian zegoen saltoki bakarra ibilgailuen saltze eta konpontze enpresa batena zen2009an zegoen establezimendu komertzial bakarra kiroldenda bat zen2000 urtean Anderny udalerrian 5 nekazaritzaustiategi zeuden  Hezkuntza eta osasun ekipamenduak  2009an inguruko herriekin osatutako barreiatutako lehenhezkuntzako eskola bat zegoen  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
276,Frederick Chiluba,Frederick Jacob Titus Chiluba Kitwe 1943ko apirilaren 30a  Lusaka 2011ko ekainaren 18a Zambiako bigarren presidentea izan zen Nagusi sindikala izan zen 1991n Kenneth Kaunda garaitu zuen presidentearen hauteskundeetan herriko lehen multialderdikoietan 1996an berrautatu zen
278,NGC 2015,NGC 2015 kumulu ireki bat da Dorado konstelazioan John Herschelek aurkitu zuen 1834ko azaroaren 24an  Erreferentziak   Kanpo estekak  NGC 2015 ikusi WikiSky webgunean DSS2 SDSS GALEX IRAS Hydrogen α XRay Astrophoto Sky Map Artikuluak eta irudiak Behaketa datuak
280,La Fare-en-Champsaur,La FareenChampsaur frantsesez eta ofizialki La FareenChampsaur Okzitaniako udalerri bat da Administratiboki Frantziako Alpe Garaiak departamenduan dagoena ProventzaAlpeakKosta Urdina eskualdean 2013an 478 biztanle zituen  Demografia   Biztanleria  2007an La FareenChampsaur udalerrian erroldatutako biztanleak 421 ziren Familiak 155 ziren horien artean 56 pertsona bakarrekoak ziren 16 bakarrik bizi ziren gizonak eta 40 bakarrik bizi ziren emakumeak 51 semealabarik gabeko familiak ziren 40 semealabak dituzten bikoteak ziren eta 8 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 257 etxebizitza zeuden 156 familiaren etxebizitza nagusia ziren 75 bigarren erresidentzia ziren eta 26 hutsik zeuden 184 etxeak ziren eta 74 apartamentuak ziren 156 etxebizitza nagusietatik 102 bere jabearen bizilekua ziren 44 alokairuan okupaturik zeuden eta 11 doan lagata zeuden 4 etxek gela bat zuten 9 etxek bi zituzten 37 etxek hiru zituzten 49 etxek lau zituzten eta 58 etxek bost zituzten 93 etxek euren parking plaza propioa zuten azpian 62 etxetan ibilgailu bat zegoen eta 66 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 210 ziren horien artean 155 aktiboak ziren eta 55 inaktiboak ziren 155 pertsona aktiboetatik 138 lanean zeuden 76 gizon eta 62 emakume eta 17 langabezian zeuden 6 gizon eta 11 emakume 55 pertsona inaktiboetatik 26 erretiraturik zeuden 11 ikasten zeuden eta 18 bestelako inaktibo gisa sailkaturik zeuden  Diru sarrerak  2009an La FareenChampsaur udalerrian 164 unitate fiskal zeuden 359 pertsonek osaturik Pertsona bakoitzeko dirusarrera fiskalaren mediana urteko 15347 euro zen  Ekonomia jarduerak  2007an zeuden 35 komertzioetatik 4 janari enpresak ziren 2 bestelako produktu industrialen fabrikazioko enpresak ziren 6 eraikuntza enpresak ziren 5 ibilgailuen saltze eta konpontze enpresak ziren 4 ostalaritza eta jatetxe enpresak ziren 3 finantziazio enpresak ziren 1 higiezinen enpresa zen 1 zerbitzu enpresa zen 7 administrazio publikoko enpresak ziren eta 2 beste zerbitzu jarduera batzuk multzoan sailkatutako enpresak ziren2009an zeuden norbanakoentzako 10 zerbitzu publikoetatik 2 ibilgailuen konpontzeko eta nekazaritza tresnetako lantokiak ziren 3 igeltseroak 2 iturginak 1 ile apaindegia eta 2 jatetxeak2009an zeuden 3 establezimendu komertzialetatik 1 supermerkatu zen 1 brikolaje denda handia zen eta 1 okindegia zen2000 urtean La FareenChampsaur udalerrian 12 nekazaritzaustiategi zeuden 1976 hektarea erabiltzen  Hezkuntza eta osasun ekipamenduak  2009an lehenhezkuntzako eskola bat zegoen  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
281,Allamont,Allamont Frantziako udalerri bat da Meurthe eta Mosela departamenduan dagoena Ekialde Handia eskualdean 2013an 126 biztanle zituen  Demografia   Biztanleria  2007an Allamont udalerrian erroldatutako biztanleak 126 ziren Familiak 48 ziren horien artean 12 pertsona bakarrekoak ziren 8 bakarrik bizi ziren gizonak eta 4 bakarrik bizi ziren emakumeak 12 semealabarik gabeko familiak ziren 20 semealabak dituzten bikoteak ziren eta 4 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 52 etxebizitza zeuden 48 familiaren etxebizitza nagusia ziren 2 bigarren erresidentzia ziren eta 2 hutsik zeuden Etxebizitza guzti hauek 52etxeak ziren 48 etxebizitza nagusietatik 46 bere jabearen bizilekua ziren 1 alokairuan okupaturik zegoen eta 1 doan lagata zegoen 2 etxek bi gela zituzten 3 etxek hiru zituzten 15 etxek lau zituzten eta 28 etxek bost zituzten 41 etxek euren parking plaza propioa zuten azpian 14 etxetan ibilgailu bat zegoen eta 24 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 81 ziren horien artean 60 aktiboak ziren eta 21 inaktiboak ziren 60 pertsona aktiboetatik 55 lanean zeuden 35 gizon eta 20 emakume eta 5 langabezian zeuden 3 gizon eta 2 emakume 21 pertsona inaktiboetatik 7 erretiraturik zeuden 6 ikasten zeuden eta 8 bestelako inaktibo gisa sailkaturik zeuden  Ekonomia jarduerak  2007an herrian zegoen saltoki bakarra zerbitzu enpresa batena zen2000 urtean Allamont udalerrian 9 nekazaritzaustiategi zeuden  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
282,Colima (Mexiko),Colima Mexiko erdimendebaldeko hiria da Colima estatuko hiriburua 2015ean udalerriak 150673 biztanle zituen eta bere baitan Comala Coquimatlán Cuauhtémoc eta Villa de Álvarez hartzen dituen metropoli eremuak 359392  Geografia   Klima   Erreferentziak   Kanpo estekak 
283,Chavagnes-les-Redoux,ChavagneslesRedoux Frantziako udalerri bat da Vendée departamenduan dagoena Loirerria eskualdean 2013an 789 biztanle zituen  Demografia   Biztanleria  2007an ChavagneslesRedoux udalerrian erroldatutako biztanleak 789 ziren Familiak 314 ziren horien artean 84 pertsona bakarrekoak ziren 40 bakarrik bizi ziren gizonak eta 44 bakarrik bizi ziren emakumeak 99 semealabarik gabeko familiak ziren 119 semealabak dituzten bikoteak ziren eta 12 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan duErroldatutako biztanleak  Etxebizitza  2007an 350 etxebizitza zeuden 319 familiaren etxebizitza nagusia ziren 19 bigarren erresidentzia ziren eta 11 hutsik zeuden 341 etxeak ziren eta 4 apartamentuak ziren 319 etxebizitza nagusietatik 254 bere jabearen bizilekua ziren 63 alokairuan okupaturik zeuden eta 2 doan lagata zeuden 8 etxek bi gela zituzten 44 etxek hiru zituzten 80 etxek lau zituzten eta 187 etxek bost zituzten 269 etxek euren parking plaza propioa zuten azpian 140 etxetan ibilgailu bat zegoen eta 158 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 475 ziren horien artean 358 aktiboak ziren eta 117 inaktiboak ziren 358 pertsona aktiboetatik 344 lanean zeuden 195 gizon eta 149 emakume eta 14 langabezian zeuden 2 gizon eta 12 emakume 117 pertsona inaktiboetatik 52 erretiraturik zeuden 25 ikasten zeuden eta 40 bestelako inaktibo gisa sailkaturik zeuden  Diru sarrerak  2009an ChavagneslesRedoux udalerrian 317 unitate fiskal zeuden 818 pertsonek osaturik Pertsona bakoitzeko dirusarrera fiskalaren mediana urteko 15169 euro zen  Ekonomia jarduerak  2007an zeuden 21 komertzioetatik 1 janari enpresa zen 1 material elektrikoaren fabrikazioko enpresa zen 1 bestelako produktu industrialen fabrikazioko enpresa zen 3 eraikuntza enpresak ziren 3 ibilgailuen saltze eta konpontze enpresak ziren 1 garraio enpresa zen 1 ostalaritza eta jatetxe enpresa zen 2 finantziazio enpresak ziren 2 higiezinen enpresak ziren 1 zerbitzu enpresa zen 1 administrazio publikoko enpresa zen eta 4 beste zerbitzu jarduera batzuk multzoan sailkatutako enpresak ziren2009an zeuden norbanakoentzako 9 zerbitzu publikoetatik 1 banku bulegoa zen 1 igeltseroa 1 margolaria 1 argiketaria 3 ile apaindegiak eta 2 higiezinen agentziak2009an zeuden 2 establezimendu komertzialetatik 1 120 m2 baino gutxiagoko denda zen eta 1 okindegia zen2000 urtean ChavagneslesRedoux udalerrian 29 nekazaritzaustiategi zeuden 1071 hektarea erabiltzen  Hezkuntza eta osasun ekipamenduak  2009an zegoen osasunekipamendu bakarra anbulantzia zen 2009an 2 lehenhezkuntzako eskola zegoen  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
